0,VIX,Open,High,Low,Close,Volume,Rate,Range,TR,V_coded,Gap,Rvol,ATR,YCl,AR,RR,MA50,MA100,MA200,D2,ExCl,Held_Open,Gap_std,Gap_mean,Trend_bool,RVOL_bool,Gap_bool
1994/11/30,16.55,45.890625,45.953125,45.59375,45.59375,218800,5.29,0.359375,0.359375,2,0.5133470225872689,0.95368856924921,0.50546875,45.65625,0.47421875,0.757825370675453,46.33625,46.34984375,45.9965625,0,0,0,0.3836047690469658,0.017616478528917304,0,0,1
1994/12/1,16.1,45.640625,45.640625,45.046875,45.140625,439000,5.45,0.59375,0.59375,2,0.1028101439342015,2.0081882848059287,0.49609375,45.59375,0.475,1.25,46.315625,46.353125,45.984921875,0,0,0,0.384888843267412,0.021177249427141925,0,1,0
1994/12/2,16.05,45.046875,45.5625,45.046875,45.5625,318500,5.45,0.515625,0.515625,2,-0.20768431983385255,1.3566180385475455,0.4984375,45.140625,0.47734375,1.0801963993453354,46.305625,46.35984375,45.975546875,1,1,0,0.3847266473908494,0.02069858009386786,0,1,0
1994/12/5,16.28,45.65625,45.8125,45.5,45.609375,139200,5.45,0.3125,0.3125,2,0.205761316872428,0.565049725999594,0.5078125,45.5625,0.49140625,0.6359300476947536,46.2996875,46.3621875,45.9678125,0,0,0,0.38498302079522706,0.01900183064743066,0,0,0
1994/12/6,18.15,45.4375,45.65625,45.359375,45.640625,249900,5.45,0.296875,0.296875,2,-0.3768413840356286,1.0113723744384637,0.48203125,45.609375,0.465625,0.6375838926174496,46.2896875,46.3646875,45.961640625,0,1,0,0.38393130623265503,0.01772497188264919,0,0,0
1994/12/7,16.04,45.359375,45.5,45.265625,45.3125,531900,5.45,0.234375,0.375,2,-0.6162273194111606,2.0954557094175352,0.4828125,45.640625,0.46640625,0.5025125628140703,46.27375,46.363125,45.951484375,0,0,1,0.38492700267560886,0.015509419700708288,0,1,0
1994/12/8,15.46,45.5,45.5625,44.75,44.875,261500,5.45,0.8125,0.8125,2,0.41379310344827586,0.9867365998151048,0.47578125,45.3125,0.45625,1.7808219178082192,46.241875,46.358125,45.939765625,0,0,0,0.38708876389919106,0.011094949770319152,0,0,1
1994/12/9,14.48,44.875,45.078125,44.6875,45.046875,235900,5.45,0.390625,0.390625,2,0.0,0.8998150020025556,0.475,44.875,0.45546875,0.8576329331046313,46.218125,46.356875,45.93203125,1,1,0,0.38804271183934713,0.01250384928095987,0,0,0
1994/12/12,13.03,44.953125,45.34375,44.953125,45.34375,151100,5.45,0.390625,0.390625,2,-0.20811654526534862,0.569425863465923,0.4703125,45.046875,0.45078125,0.8665511265164644,46.2015625,46.35765625,45.9246875,1,1,0,0.3872758236398494,0.014158382702534986,0,0,0
1994/12/13,12.87,45.3125,45.53125,45.3125,45.515625,70900,5.45,0.21875,0.21875,2,-0.06891798759476223,0.27501939487975174,0.475,45.34375,0.45625,0.4794520547945206,46.190625,46.359375,45.918203125,1,1,0,0.38749910329786796,0.012447109164672364,0,0,0
1994/12/14,12.79,45.453125,45.953125,45.453125,45.75,203300,5.45,0.5,0.5,2,-0.13731548232063165,0.8058666138142899,0.46328125,45.515625,0.4546875,1.099656357388316,46.198125,46.3628125,45.913828125,1,0,0,0.38711796031597595,0.010767405742052356,0,0,0
1994/12/15,13.02,45.8125,46.03125,45.8125,45.890625,130100,5.45,0.21875,0.28125,2,0.1366120218579235,0.5275857174719683,0.45,45.75,0.44140625,0.49557522123893805,46.208125,46.368125,45.90984375,0,0,1,0.38725889598667756,0.0100808283304492,0,0,0
1994/12/16,12.98,45.671875,45.84375,45.625,45.75,266100,5.45,0.21875,0.265625,2,-0.4766768811712632,1.074044923412242,0.45234375,45.890625,0.440625,0.49645390070921985,46.218125,46.37203125,45.90578125,1,0,0,0.3764587482301665,0.01713118066493989,0,0,0
1994/12/19,12.05,45.75,45.84375,45.609375,45.8125,1120200,5.45,0.234375,0.234375,2,0.0,4.378774552917033,0.4390625,45.75,0.425,0.5514705882352942,46.2253125,46.375625,45.90140625,0,1,0,0.3779272646313738,0.01541714030192159,0,1,0
1994/12/20,12.42,45.859375,45.890625,45.671875,45.671875,675600,5.45,0.21875,0.21875,2,0.10231923601637108,2.264302711398599,0.4328125,45.8125,0.41875,0.5223880597014925,46.22,46.37328125,45.895078125,0,0,0,0.3779272646313738,0.01541714030192159,0,1,0
1994/12/21,11.82,45.703125,46.265625,45.703125,46.15625,544500,5.45,0.5625,0.59375,2,0.06842285323297981,1.7122910737590213,0.41484375,45.671875,0.40078125,1.4035087719298247,46.210625,46.37359375,45.892109375,0,1,1,0.37729753670172556,0.0142553763749084,0,1,0
1994/12/22,12.07,46.15625,46.203125,45.96875,46.015625,222000,5.45,0.234375,0.234375,2,0.0,0.6915026164963868,0.39453125,46.15625,0.37890625,0.6185567010309279,46.1971875,46.371875,45.88734375,0,0,0,0.3772988449484817,0.014264601160380887,0,0,0
1994/12/23,12.81,45.984375,46.171875,45.984375,46.0625,125800,5.45,0.1875,0.1875,2,-0.06791171477079797,0.41647354830166194,0.3734375,46.015625,0.3578125,0.5240174672489083,46.1815625,46.37046875,45.8846875,1,0,0,0.3772046149601698,0.013596151962519927,0,0,0
1994/12/27,12.86,46.21875,46.40625,46.1875,46.3125,95200,5.45,0.21875,0.34375,2,0.33921302578018997,0.3126590800860469,0.36875,46.0625,0.3546875,0.6167400881057269,46.166875,46.37421875,45.88203125,0,0,1,0.3772060986685837,0.013589261386004591,0,0,0
1994/12/28,13.2,46.359375,46.359375,45.96875,46.078125,358200,5.45,0.390625,0.390625,2,0.10121457489878542,1.1734643734643735,0.36875,46.3125,0.3484375,1.1210762331838564,46.149375,46.3771875,45.877890625,0,0,0,0.37781368047466524,0.014614635703369658,0,0,0
1994/12/29,14.25,46.25,46.25,46.0625,46.109375,220100,5.45,0.1875,0.1875,2,0.3730077992539844,0.692388756940403,0.37578125,46.078125,0.35546875,0.5274725274725275,46.1346875,46.379375,45.8740625,0,0,0,0.3768703242287945,0.013119374355048376,0,0,0
1994/12/30,13.53,46.203125,46.25,45.5625,45.5625,2209500,5.45,0.6875,0.6875,2,0.20332090816672313,6.949205849976411,0.3671875,46.109375,0.346875,1.981981981981982,46.1046875,46.3753125,45.865625,0,0,0,0.3774997901459496,0.013985079573836618,0,1,0
1995/1/3,13.5,45.703125,45.84375,45.6875,45.78125,324300,5.53,0.15625,0.28125,2,0.30864197530864196,0.7978350452057322,0.371875,45.5625,0.3515625,0.4444444444444444,46.0853125,46.37171875,45.85828125,1,0,1,0.3776433920450124,0.014335017448003569,0,0,0
1995/1/4,13.13,45.984375,46.0,45.75,46.0,351800,5.53,0.25,0.25,2,0.4436860068259386,0.8648728381252074,0.36015625,45.78125,0.33359375,0.7494145199063231,46.0740625,46.37203125,45.8534375,0,1,1,0.3774139982318083,0.017531666477985933,0,0,1
1995/1/5,13.33,46.03125,46.109375,45.953125,46.0,89800,5.53,0.15625,0.15625,2,0.06793478260869565,0.21514392841313384,0.35703125,46.0,0.33046875,0.4728132387706856,46.070625,46.36875,45.84921875,0,0,0,0.37078588404279555,0.025041101803120913,0,0,0
1995/1/6,12.52,46.09375,46.25,45.90625,46.046875,448400,5.53,0.34375,0.34375,2,0.20380434782608695,1.0952881115806443,0.35,46.0,0.3234375,1.0628019323671498,46.0671875,46.36609375,45.844609375,0,0,0,0.369924845311589,0.027044115702857675,0,0,0
1995/1/9,12.15,46.03125,46.09375,46.0,46.09375,36800,5.53,0.09375,0.09375,2,-0.0339328130302002,0.09081598657502807,0.3484375,46.046875,0.32890625,0.2850356294536817,46.06125,46.360625,45.840390625,1,1,0,0.37013062313981004,0.028063137441988108,0,0,0
1995/1/10,12.83,46.203125,46.390625,46.140625,46.140625,229800,5.53,0.25,0.296875,2,0.23728813559322032,0.5832783390019798,0.3125,46.09375,0.29296875,0.8533333333333334,46.050625,46.3559375,45.83921875,0,0,0,0.37009593079472225,0.028226141374175766,0,0,0
1995/1/11,11.1,46.296875,46.296875,45.8125,46.171875,222400,5.53,0.484375,0.484375,2,0.3386386725364037,0.5649330031117038,0.3078125,46.140625,0.2859375,1.6939890710382512,46.0209375,46.353125,45.840390625,0,0,0,0.3691357996915544,0.03140991893629632,0,0,0
1995/1/12,11.14,46.125,46.21875,46.03125,46.1875,40300,5.53,0.1875,0.1875,2,-0.10152284263959391,0.10145000503473971,0.3125,46.171875,0.290625,0.6451612903225806,45.995,46.35078125,45.841328125,1,1,0,0.3697664199634476,0.032766185075258664,0,0,0
1995/1/13,11.79,46.4375,46.734375,46.375,46.734375,170600,5.53,0.359375,0.546875,2,0.5412719891745602,0.4311238027848677,0.3109375,46.1875,0.2890625,1.2432432432432432,45.990625,46.354375,45.84953125,1,1,1,0.3698145449219291,0.03157829875321716,0,0,1
1995/1/16,11.57,46.71875,47.03125,46.71875,47.015625,105100,5.53,0.3125,0.3125,2,-0.033433634236041454,0.2667005011736345,0.31328125,46.734375,0.28203125,1.1080332409972298,45.9971875,46.358125,45.862265625,1,1,0,0.37155873164859865,0.03428465869908996,0,0,0
1995/1/17,11.86,46.921875,47.0625,46.859375,47.03125,89500,5.53,0.203125,0.203125,2,-0.19940179461615154,0.22783682301279196,0.31484375,47.015625,0.28671875,0.7084468664850135,45.9990625,46.35703125,45.874453125,0,1,0,0.37158109308525417,0.03377099018140941,0,0,0
1995/1/18,12.15,47.0,47.078125,46.875,46.984375,84500,5.53,0.203125,0.203125,2,-0.0664451827242525,0.22005494863214364,0.31171875,47.03125,0.2859375,0.7103825136612022,46.0121875,46.35671875,45.88984375,0,0,1,0.3719395010874156,0.032773981208328654,0,0,0
1995/1/19,12.79,46.828125,46.875,46.6875,46.71875,139100,5.53,0.1875,0.296875,2,-0.3325573661456601,0.4187110562595948,0.31015625,46.984375,0.284375,0.6593406593406593,46.0171875,46.34703125,45.899375,0,0,1,0.3127103992077762,0.0464571722533619,0,0,0
1995/1/20,11.94,46.65625,46.671875,46.453125,46.546875,78700,5.53,0.21875,0.265625,2,-0.13377926421404682,0.2577074839956121,0.3140625,46.71875,0.2828125,0.7734806629834253,46.0115625,46.3359375,45.908046875,0,0,1,0.3064804418569484,0.039812179016939654,0,0,0
1995/1/23,11.46,46.234375,46.6875,46.203125,46.6875,53700,5.53,0.484375,0.484375,2,-0.671366230278617,0.19036140307343272,0.29765625,46.546875,0.265625,1.8235294117647058,46.0071875,46.325,45.916328125,1,1,0,0.3066429590789418,0.03844593262613441,0,0,0
1995/1/24,11.25,46.671875,46.75,46.640625,46.75,32400,5.53,0.109375,0.109375,2,-0.03346720214190094,0.11838643671441099,0.31015625,46.6875,0.278125,0.3932584269662921,46.010625,46.3159375,45.926640625,1,1,0,0.3106345536347143,0.03543777650960883,0,0,0
1995/1/25,11.25,46.515625,47.046875,46.515625,46.875,15700,5.53,0.53125,0.53125,2,-0.5013368983957219,0.05836214267127616,0.30625,46.75,0.27421875,1.9373219373219372,46.02,46.3096875,45.936640625,1,0,0,0.3101913230823934,0.03631138428793472,0,0,0
1995/1/26,12.26,46.84375,46.984375,46.75,46.921875,9800,5.53,0.234375,0.234375,2,-0.06666666666666667,0.036976248420019994,0.315625,46.875,0.28984375,0.8086253369272237,46.0215625,46.3059375,45.9471875,1,0,0,0.31202274318058243,0.03240609839735471,0,0,0
1995/1/27,11.96,47.234375,47.234375,46.921875,47.109375,91200,5.53,0.3125,0.3125,2,0.666000666000666,0.3683137128203057,0.3078125,46.921875,0.28203125,1.1080332409972298,46.03,46.30390625,45.95984375,0,0,0,0.3120587976867214,0.03155048094145871,0,0,1
1995/1/30,11.73,47.015625,47.046875,46.84375,46.90625,26600,5.53,0.203125,0.265625,2,-0.1990049751243781,0.1102956420782021,0.3140625,47.109375,0.28828125,0.7046070460704608,46.03125,46.3003125,45.97140625,0,0,1,0.3152283814132407,0.03505482178889578,0,0,0
1995/1/31,11.13,47.0,47.171875,46.921875,47.09375,127500,5.53,0.25,0.265625,2,0.19986675549633579,0.9657261882219277,0.29296875,46.90625,0.2640625,0.9467455621301776,46.0425,46.29625,45.98390625,0,0,1,0.3153124706465053,0.034936067505632815,0,0,0
1995/2/1,10.98,47.15625,47.328125,47.0,47.078125,380200,5.92,0.328125,0.328125,2,0.13271400132714,3.111674919179932,0.2921875,47.09375,0.26875,1.2209302325581395,46.0546875,46.29703125,45.9978125,0,0,0,0.3154879658147407,0.036110593995097674,0,1,0
1995/2/2,11.22,47.0625,47.359375,47.0625,47.359375,131700,5.92,0.296875,0.296875,2,-0.033189512114171926,1.06549087820072,0.29609375,47.078125,0.27265625,1.0888252148997135,46.081875,46.30203125,46.0128125,1,1,0,0.31552433328075996,0.03624858586578383,0,0,0
1995/2/3,11.17,47.65625,48.109375,47.578125,48.03125,405100,5.92,0.53125,0.75,2,0.6268558231606731,3.222752585521082,0.303125,47.359375,0.2796875,1.8994413407821231,46.1425,46.31234375,46.03140625,1,1,1,0.3154017708486577,0.0366117388343135,0,1,1
1995/2/6,11.42,48.015625,48.375,47.96875,48.234375,405400,5.92,0.40625,0.40625,2,-0.03253090435914119,3.2816610677136033,0.3234375,48.03125,0.2890625,1.4054054054054055,46.2021875,46.32421875,46.048046875,1,0,0,0.3181166141686748,0.03921766289552018,0,1,0
1995/2/7,11.63,48.3125,48.3125,48.140625,48.296875,702900,5.92,0.171875,0.171875,2,0.16196954972465177,4.951220371218258,0.3390625,48.234375,0.3046875,0.5641025641025641,46.25875,46.33078125,46.065234375,0,1,0,0.3169829347026004,0.03693935252040994,0,1,0
1995/2/8,11.28,48.234375,48.46875,48.203125,48.296875,521500,5.92,0.265625,0.265625,2,-0.12940795858945325,3.1487743026204567,0.3328125,48.296875,0.30078125,0.8831168831168831,46.31125,46.34359375,46.080078125,0,0,0,0.3167681010413713,0.03653138537689681,0,1,0
1995/2/9,11.41,48.21875,48.296875,48.125,48.296875,390700,5.92,0.171875,0.171875,2,-0.16175994823681655,2.1636439152706632,0.321875,48.296875,0.28984375,0.5929919137466307,46.3640625,46.3559375,46.09515625,1,1,0,0.3169457135295828,0.03605850093051868,1,1,0
1995/2/10,11.43,48.234375,48.359375,48.09375,48.359375,148300,5.92,0.265625,0.265625,2,-0.12940795858945325,0.7486307074888311,0.32109375,48.296875,0.2890625,0.918918918918919,46.419375,46.3778125,46.1121875,1,1,0,0.31701604949910966,0.03593911863159589,1,0,0
1995/2/13,11.52,48.328125,48.46875,48.328125,48.375,79700,5.92,0.140625,0.140625,2,-0.06462035541195477,0.40460960503604426,0.30703125,48.359375,0.284375,0.4945054945054945,46.4840625,46.39984375,46.12859375,1,0,0,0.3167644762154962,0.03632727552601922,1,0,0
1995/2/14,11.61,48.53125,48.53125,48.25,48.4375,170200,5.92,0.28125,0.28125,2,0.32299741602067183,0.8696540800163507,0.2984375,48.375,0.27578125,1.019830028328612,46.5415625,46.42359375,46.14390625,0,0,0,0.3164945211851691,0.03687313447193477,1,0,0
1995/2/15,11.71,48.4375,48.765625,48.390625,48.703125,431500,5.92,0.375,0.375,2,0.0,2.1602543242634358,0.30234375,48.4375,0.2796875,1.340782122905028,46.6034375,46.4515625,46.16078125,0,1,0,0.31712887101879833,0.03848812155203813,1,1,0
1995/2/16,12.05,48.640625,48.6875,48.5,48.640625,99300,5.92,0.1875,0.203125,2,-0.12832852101379533,0.45740344088993296,0.3109375,48.703125,0.28828125,0.6504065040650406,46.6634375,46.4765625,46.177734375,0,0,0,0.3171404300872505,0.038315945243498184,1,0,0
1995/2/17,11.39,48.59375,48.625,48.4375,48.453125,49100,5.92,0.1875,0.203125,2,-0.09637006103437198,0.22826061690802166,0.30625,48.640625,0.28828125,0.6504065040650406,46.72625,46.5,46.1940625,0,0,1,0.3171310287101324,0.03664017647503728,1,0,0
1995/2/21,11.15,48.453125,48.53125,48.421875,48.4375,168000,5.92,0.109375,0.109375,2,0.0,0.7864248098303102,0.303125,48.453125,0.28671875,0.38147138964577654,46.7975,46.5196875,46.2125,0,0,0,0.3172340824569346,0.035640370368760436,1,0,0
1995/2/22,10.84,48.484375,48.796875,48.453125,48.796875,386400,5.92,0.34375,0.359375,2,0.0967741935483871,1.7616485821099663,0.284375,48.4375,0.26796875,1.282798833819242,46.8725,46.5453125,46.2346875,1,1,1,0.3150881649111802,0.038060840631554356,1,1,0
1995/2/23,12.51,48.984375,49.15625,48.859375,48.875,402800,5.92,0.296875,0.359375,2,0.38424591738712777,1.6992912588592644,0.296875,48.796875,0.2796875,1.0614525139664805,46.943125,46.57234375,46.255546875,0,0,0,0.3143057522351542,0.03994135964398903,1,1,1
1995/2/24,11.75,48.9375,49.015625,48.8125,49.0,307600,5.92,0.203125,0.203125,2,0.1278772378516624,1.1997113828272783,0.28828125,48.875,0.26796875,0.7580174927113703,47.0128125,46.60171875,46.2790625,0,1,1,0.31361034477438676,0.03939693230947345,1,0,0
1995/2/27,11.65,48.859375,49.0,48.53125,48.609375,280900,5.92,0.46875,0.46875,2,-0.2869897959183674,1.0354424313913413,0.28671875,49.0,0.26640625,1.7595307917888563,47.07,46.6340625,46.29953125,0,0,1,0.31350415787342517,0.04056061070425431,1,0,0
1995/2/28,12.02,48.5625,49.015625,48.5625,49.015625,493500,5.92,0.453125,0.453125,2,-0.09643201542912247,1.7576664173522811,0.29453125,48.609375,0.27421875,1.6524216524216524,47.1325,46.6703125,46.32203125,0,1,0,0.31149229387905336,0.03595105855005929,1,1,0
1995/3/1,11.45,48.96875,49.03125,48.65625,48.703125,242600,5.98,0.375,0.375,2,-0.09563277016257571,0.7977245449912039,0.30390625,49.015625,0.28671875,1.3079019073569482,47.1915625,46.70484375,46.342890625,0,0,1,0.31114414403973717,0.034064897068912275,1,0,0
1995/3/2,12.17,48.6875,48.765625,48.546875,48.765625,488600,5.98,0.21875,0.21875,2,-0.03208213025344883,1.5767902668861136,0.309375,48.703125,0.29296875,0.7466666666666667,47.250625,46.73796875,46.36078125,1,1,0,0.311024509613175,0.03253373216509835,1,1,0
1995/3/3,14.22,48.609375,48.78125,48.484375,48.78125,290000,5.98,0.296875,0.296875,2,-0.32041012495994875,0.9197881315614197,0.30390625,48.765625,0.2875,1.032608695652174,47.3128125,46.76640625,46.377109375,1,1,0,0.3110463690731477,0.03202244432084864,1,0,0
1995/3/6,13.72,48.453125,48.8125,48.390625,48.8125,85700,5.98,0.421875,0.421875,2,-0.672645739910314,0.2651567890348231,0.30390625,48.78125,0.2875,1.4673913043478262,47.3659375,46.78828125,46.3925,0,1,0,0.3120308730552839,0.030074612229935488,1,0,0
1995/3/7,13.36,48.640625,48.75,48.21875,48.4375,180900,5.98,0.53125,0.59375,2,-0.35211267605633806,0.5888001041548001,0.2875,48.8125,0.28203125,1.8836565096952909,47.414375,46.80578125,46.406875,0,0,1,0.31553016944819456,0.02774124964778866,1,0,0
1995/3/8,12.38,48.515625,48.625,48.34375,48.5625,155900,5.98,0.28125,0.28125,2,0.16129032258064516,0.5266713962366136,0.296875,48.4375,0.28828125,0.9756097560975611,47.464375,46.82296875,46.422265625,0,0,1,0.31636277000452817,0.026834803110691113,1,0,0
